Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
tl_robot_link0,-0.0020391678669849,0.000208461233542918,0.0437970464318419,0,0,0,0.230943297728628,0.00057885793198858,2.496442951584E-06,-3.62761994221812E-06,0.000597326060992728,8.87603974516213E-07,0.000630268815467399,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link0.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link0.STL,,底座 -1,tl_robot_link0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
tl_robot_link1,-2.8259283596747E-06,-0.0149440554612562,0.0760738628611229,0,0,0,0.188795049535535,0.000644330974536614,5.55804168466858E-08,-5.40921744937969E-08,0.000669839544820847,0.000101917330586459,0.000292784373513458,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link1.STL,,外壳 1-1,tl_robot_link1,"tl_robot_link1 ",tl_robot_joint1,revolute,0,0,0.12215,0,0,0,tl_robot_link0,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
tl_robot_link2,-1.20347801173404E-05,-0.0623096534981243,0.0137313757510769,0,0,0,0.167852810050995,0.000623582919856085,-1.02023977094887E-07,-2.62605885954543E-08,0.000204004006193839,-9.63924565522136E-05,0.00065392663703825,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link2.STL,,外壳 2-1,tl_robot_link2,"tl_robot_link2 ",tl_robot_joint2,revolute,0,0.00665,0.14085,-1.5708,0,0,tl_robot_link1,0,0,1,0,0,-2.3737,2.3737,,,,,,,,
tl_robot_link3,5.16658197163927E-06,0.0163972498279079,0.0859506429615113,0,0,0,0.168577225205791,0.000629526574073839,-2.02624198321946E-08,-6.34209697911759E-08,0.00064666112037888,-9.3367155636714E-05,0.000173965065870905,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link3.STL,,外壳 4-1,tl_robot_link3,"tl_robot_link3 ",tl_robot_joint3,revolute,0,-0.16015,-0.00665,1.5708,0,0,tl_robot_link2,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
tl_robot_link4,2.74481746994647E-06,0.0654996485122789,0.0144299040479778,0,0,0,0.145368246128048,0.000526467481082564,2.65464402133645E-08,8.84179853189088E-09,0.000131598077920685,7.17192965076358E-05,0.000544513478137754,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link4.STL,,外壳 5-1,tl_robot_link4,"tl_robot_link4 ",tl_robot_joint4,revolute,0,-0.00515000000097151,0.160350000000103,1.57079632679429,0,0,tl_robot_link3,0,0,-1,0,0,-2.5656,2.5656,,,,,,,,
tl_robot_link5,5.0903584939717E-06,-0.0131445029955622,0.0626745222356144,0,0,0,0.0899815381638705,0.000204808170770652,1.15810515435536E-08,-4.06988048136172E-08,0.000207969515429875,3.60476542196074E-05,7.75188399631723E-05,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link5.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link5.STL,,外壳 7-1,tl_robot_link5,"tl_robot_link5 ",tl_robot_joint5,revolute,0,0.16615,-0.00515,-1.5708,0,0,tl_robot_link4,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
tl_robot_link6,-1.29749982976229E-05,-0.0398707312600618,0.00873816110028223,0,0,0,0.0915266768417461,0.000167005961446374,3.6263134123019E-08,1.27355290243357E-08,8.07130413912459E-05,-3.15887030571337E-05,0.000170834721676769,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link6.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link6.STL,,外壳 8-1,tl_robot_link6,"tl_robot_link6 ",tl_robot_joint6,revolute,0,0.00615,0.11335,-1.5708,0,0,tl_robot_link5,0,0,1,0,0,-2.2689,2.2689,,,,,,,,
tl_robot_link7,-0.000434237011846764,0.000637648606368289,-0.525686743646955,0,0,0,1.15874182567556,0.116276954988251,2.34152356015531E-06,-0.000174847829877361,0.116146148706863,5.09359441744213E-05,0.00191084016595979,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link7.STL,1,1,1,1,0,0,0,0,0,0,package://tcb710/meshes/tl_robot_link7.STL,,,tl_robot_link7,"tl_robot_link7 ",tl_robot_joint7,revolute,0,-0.10615,-0.00615,1.5708,0,0,tl_robot_link6,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
