Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
link0,-0.0020391678669849,0.000208461233542916,0.0437970464318419,0,0,0,0.230943297728627,0.000578857931988587,2.49644295158412E-06,-3.62761994221811E-06,0.000597326060992721,8.87603974516218E-07,0.000630268815467399,0,0,0,0,0,0,package://tcb605l/meshes/link0.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605l/meshes/link0.STL,,底座 -1,tl_robot_link0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link1,-2.82592835967467E-06,-0.0149440554612562,0.0760738628611229,0,0,0,0.188795049535535,0.000644330974536614,5.55804168466963E-08,-5.40921744937873E-08,0.000669839544820847,0.000101917330586459,0.000292784373513458,0,0,0,0,0,0,package://tcb605l/meshes/link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605l/meshes/link1.STL,,外壳 1-1,tl_robot_link1,"tl_robot_link1 ",joint1,revolute,0,0,0.12215,0,0,0,link0,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
link2,-1.94339017576339E-06,0.253141084131434,-0.00221954159481742,0,0,0,0.697362175861507,0.0148340159046899,-5.08235530092247E-07,3.15104179556928E-08,0.000910925446251546,-0.000125255790475071,0.0148212951328786,0,0,0,0,0,0,package://tcb605l/meshes/link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605l/meshes/link2.STL,,外壳 2-1;外壳 3-1;外壳 4-1,tl_robot_link2,"tl_robot_link2 ",joint2,revolute,0,0.00665,0.14085,1.5708,0,0,link1,0,0,1,0,0,-2.3737,2.3737,,,,,,,,
link3,-4.69148455306545E-07,-0.190684806709497,0.00158652549799798,0,0,0,0.422517098558124,0.00489098687084274,9.20914898981877E-08,-2.34052223041439E-09,0.000427800351186884,-0.000428033476943158,0.00487247003851571,0,0,0,0,0,0,package://tcb605l/meshes/link3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605l/meshes/link3.STL,,外壳 5-2;外壳 6-2,tl_robot_link3,"tl_robot_link3 ",joint3,revolute,0,0.5195,0.0118,0,0,1.5708,link2,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
link4,-5.11147097526088E-06,0.0131445602959471,0.0626746041112599,0,0,0,0.089981785444508,0.000204808493971436,1.16214684082062E-08,4.0766416150754E-08,0.000207969740506297,-3.60478124270326E-05,7.75189771422492E-05,0,0,0,0,0,0,package://tcb605l/meshes/link4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605l/meshes/link4.STL,,外壳 7-2,tl_robot_link4,"tl_robot_link4 ",joint4,revolute,0,-0.36715,-0.00515,1.5708,0,0,link3,0,0,1,0,0,-2.5656,2.5656,,,,,,,,
link5,-0.039870731260048,1.29749997213602E-05,0.00873816110129568,0,0,0,0.091526676841716,8.07130413911811E-05,-3.62631341381651E-08,-3.15887030570653E-05,0.000167005961446342,-1.27355290311692E-08,0.000170834721676786,0,0,0,0,0,0,package://tcb605l/meshes/link5.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605l/meshes/link5.STL,,外壳 8-2,tl_robot_link5,"tl_robot_link5 ",joint5,revolute,0,-0.00615,0.11335,1.5708,0,0,link4,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
link6,-0.000389397483902154,8.96781080010568E-05,-0.0228822715391922,0,0,0,0.0756964619250675,5.73362606963598E-05,-1.00642155309535E-08,3.24157447134711E-07,5.7604236900784E-05,-1.43757554651599E-08,7.09157247335588E-05,0,0,0,0,0,0,package://tcb605l/meshes/link6.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605l/meshes/link6.STL,,末端-2,tl_robot_link6,"tl_robot_link6 ",joint6,revolute,-0.1615,0,-0.00615,-1.5708,0,1.5708,link5,0,0,1,0,0,-2.2689,2.2689,,,,,,,,
