Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
tl_robot_link0,0.000708831292588158,-8.61075349149198E-05,0.0437241147546662,0,0,0,0.184997778677384,0.000408655880224899,-6.47925326858519E-07,3.45905947380275E-06,0.000402045698173365,-4.42033155327602E-07,0.000394929591269372,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link0.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link0.STL,,底座-1,tl_robot_link0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
tl_robot_link1,-1.4189019277123E-05,-0.0147043432758809,0.0739725067130976,0,0,0,0.140788242034027,0.000389189148274927,9.56014640707244E-09,-4.0052899016415E-08,0.000404624430565959,5.39754948564024E-05,0.000158805233771653,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link1.STL,,外壳1-1,tl_robot_link1,"tl_robot_link1 ",tl_robot_joint1,revolute,0,0,0.11455,0,0,0,tl_robot_link0,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
tl_robot_link2,-5.77644066727023E-05,-0.131538813620555,0.00870306373865762,0,0,0,0.239040103299143,0.00212988128764185,-2.31815602694513E-06,-2.30266660869459E-07,0.000220516873285885,-8.89923131514912E-05,0.00214689936814682,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link2.STL,,外壳2-1;外壳3-1,tl_robot_link2,"tl_robot_link2 ",tl_robot_joint2,revolute,0,0.00715,0.12725,-1.5708,0,0,tl_robot_link1,0,0,-1,0,0,-2.4086,2.4086,,,,,,,,
tl_robot_link3,-6.4654514757336E-06,0.0577535239527633,0.008784714716598,0,0,0,0.0945260086055452,0.00023778584092464,5.31249474241417E-08,-1.09590834492674E-09,6.42616332896738E-05,4.60316398883806E-05,0.000240859287939656,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link3.STL,,外壳4-1,tl_robot_link3,"tl_robot_link3 ",tl_robot_joint3,revolute,0,-0.2698,-0.0155,3.1416,0,0,tl_robot_link2,0,0,1,0,0,-2.4958,2.4958,,,,,,,,
tl_robot_link4,1.01595879248386E-05,-0.0129940451387686,0.0552922897700905,0,0,0,0.0720848621519884,0.000105414963401844,1.21054796383402E-08,2.49650485751512E-09,0.000106134748275128,1.86457215856065E-05,4.55695460353684E-05,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link4.STL,,外壳5-1,tl_robot_link4,"tl_robot_link4 ",tl_robot_joint4,revolute,0,0.13665,-0.00835,-1.5708,0,0,tl_robot_link3,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
tl_robot_link5,-1.08598914177645E-06,-0.0369306855244047,0.0120181266109867,0,0,0,0.0641129630183189,9.88028591813986E-05,7.5717224187372E-09,-3.11345423356035E-09,4.10033831547315E-05,-2.1091489212269E-05,9.73769585809543E-05,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link5.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link5.STL,,外壳6-1,tl_robot_link5,"tl_robot_link5 ",tl_robot_joint5,revolute,0,0.00365,0.09315,-1.5708,0,0,tl_robot_link4,0,0,1,0,0,-2.3213,2.3213,,,,,,,,
tl_robot_link6,0.000439337912566573,-0.00011463025532038,0.0338360355605593,0,0,0,0.0531024374144144,3.09184116553573E-05,-1.15972581719981E-08,-2.34766421628408E-07,3.18708092165576E-05,6.28848515529739E-08,3.41446110066842E-05,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link6.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://tcb605/meshes/tl_robot_link6.STL,,末端-1,tl_robot_link6,"tl_robot_link6 ",tl_robot_joint6,revolute,0,-0.09515,-0.00385,1.5708,0,0,tl_robot_link5,0,0,1,0,0,-3.1416,3.1416,,,,,,,,
